_id/$oid,website,start_info/date/month,start_info/date/day,start_info/date/year,start_info/type,about,talking_about_count,description,retrieved,engagement,start_info_clean,name,likes,about_en,category,id,website_en,checked/0,phone,location/city,location/country,description_en,name_en,location/latitude,location/longitude,checked/1,checked/2,checked/3,checked/4,checked/5,location/street,location/zip,relevant,location/state,engagement/count,engagement/social_sentence,checked/6,phone_en,location/located_in,error/message,error/code,error/type,error/fbtrace_id
55fb37bfc5fd9455673c121b,,,,,,,1798,,1442527092.952637,16304,,syriangirl,16304,,News Personality,370239216347530,,1444927117,,,,,,,,,,,,,,,,,,,,,,,,,
55fb3852c5fd9455673c12c3,,,,,,,203,,1442527167.790549,4376,,syrian private scouts,4376,"Official page of the Syrian civil Scouts

Syrian Private Scouts",Community Organization,1589650351291858,,1444668855,,,,Association - Detective / guidance - civil works to establish a developer community groups,syrian private scouts,,,1449035123,1449233703,1449564335,1449805060,1450151822,,,,,,,,,,,,,
55fb38a8c5fd9455673c1397,http://www.syrian-truth.com,10,19,2011,Started,,64038,,1442527315.894336,255506,2011/10/19,syrian truth | الحقيقة السورية,255506,,News/Media Website,279535285399871,,1446173647,<<not-applicable>>,Damascus,Syria,"Syrian Truth Network
Young people gathered on the Syrian patriotism and work all we can to protect our country and repel the fierce media war and stand in the face of misguided and to disseminate the facts and expose the falsehood and lies and fabrications to be the truth and clear to all Syrians and Arabs and the world

Click on the following link to watch the videos for the Syrian reality and to subscribe to channels on YouTube:
http://www.youtube.com/user/SYRIATRUTH003
http://www.youtube.com/user/souriaisfree
http://www.youtube.com/user/Syriantruth0111
http://www.youtube.com/user/Syriantruth0011
https://www.youtube.com/user/syriantruth5
Page continued Syrian truth ""Arab"" on Facebook by clicking on the following link:
https://www.facebook.com/Syrian.Truth
Page continued Syrian truth ""English"" on Facebook by clicking on the following link:
https://www.facebook.com/syrian.truth.en
Page continued Syrian truth ""French"" on Facebook by clicking on the following link:
https://www.facebook.com/veritesyrie.fr

Follow us on Twitter
http://twitter.com/Syrian_Truth

To send an e-mail address:
syrian.truth.sy@gmail.com",syrian truth | syrian truth,,,,,,,,,,,,,,,,,,,,
55fb38dec5fd9455673c1400,www.spacetalk.net www.myspace.com/syrian www.twitter.com/syrianband www.soundcloud.com/syrianband www.thedeltaquadrant.it,,,2001,Founded,,33,,1442527402.264197,5871,2001,syrian,5871,,Musician/Band,32262992437,,1444669896,,,,,,,,1449041789,1449240900,1449572153,1449812372,1450159046,,,,,,,,,,,,,
55fb3957c5fd9455673c160e,http://www.syria-apple.com,,,,,,4804,,1442527459.488043,24667,,تفاحة سوريا   syria apple,24667,"Ask our specialty programs, games and daily proxies Acialhbalaifun, iPad
And finding appropriate solutions for everything related to the problems of the iPhone and iPad",Local Business,300969270043983,,1446196567,+963112210681,Damascus,Syria,,apple syria   syria apple,33.5131,36.2919,,,,,,,18020,,,,,,,,,,,
55fb39aec5fd9455673c1656,http://www.syria-news.com,12,29,2010,Started,,3905,,1442527575.933717,346940,2010/12/29,syria news,346940,,News/Media Website,152712952829,,1444671343,,,,"The first Syrian Newspaper in the cyber space

سيريانيوز .. أخبار سورية لحظة بلحظة",,,,1449047488,1449246836,1449578324,1449819473,1450167280,,,,,,,,,,,,,
55fb3a2ec5fd9455673c17f0,https://twitter.com/SyrianBubbles ,6,14,2015,Founded,,59,,1442527667.711949,3727,2015/6/14,syrian bubbles,3727,Page comic purely objective fact the embodiment of the Syrian Arab public and private smooth flavor and b graphic work carried out by a number of young men,Comedian,778687572244519,,1446197989,0046739630226,Halmstad,Sweden,,syrian bubbles,,,,,,,,ANDERSBERG,22001,,,,,,,,,,,
55fb3b5dc5fd9455673c2174,http://www.Syria-Breaking.com,12,17,2012,Unspecified,,293456,,1442527790.688328,2689150,2012/12/17,سوريا عاجل syria breaking,2689150,"Newsletter The political network independent.
 We are trying to follow the latest developments and events on the Syrian arena on Syria urgent
www.syria-breaking.com",TV Show,256265171166458,,1446198415,,,,"From the heart of the events in Syria, we follow the latest news and field and political developments on the Syrian arena specifically.",syria urgently syria breaking,,,,,,,,,,,,,,,,,,,,
55fb3b9cc5fd9455673c21ac,,,,,,,10621,,1442528093.439653,11877,,syrian news,11877,,Community,683442598373598,,1444672527,,,,THE WHOLE TRUTH ON SYRIA - THE WHOLE TRUTH ABOUT SYRIA - ВСЯ ПРАВДА ДЛЯ СИРИЙ - لواء الجيش الشعبي لنصره سوريا ضد الارهاب,,,,1449057624,1449259613,1449587491,1449828432,1450175597,,,,,,,,,,,,,
55fb3bb1c5fd9455673c21df,<<not-applicable>>,,,2006,Unspecified,,347,,1442528157.955736,12688,2006,syriajob ltd,12688,"Syriajob Ltd. 
Service Provider Company",Local Business,275337192494260,,1446200124,"+963 (11) 2758026, 2760660",Damascus,Syria,,syriajob ltd,,,,,,,,,33753,,,,,,,,,,,
55fb3bb2c5fd9455673c21e0,http://www.damascus.gov.sy/,,,,,,17561,,1442528178.22371,517163,,damascus  syria,517163,,City,107750989259872,http://www.damascus.gov.sy/,1444672598,<<not-applicable>>,Damascus,Syria,,damascus  syria,33.5131,36.2919,1449057694,1449259689,1449587562,1449828508,1450175669,,,,,,,,,,,,,
55fb3bb3c5fd9455673c21e1,,,,,,,143,,1442528179.717792,4983,,palmyra  syria,4983,,City,109909665705446,,1444672668,<<not-applicable>>,Palmyra,Syria,,palmyra  syria,34.55,38.2833,1449057766,1449259760,1449587639,1449828580,1450175740,,,,,,,,,,,,,
55fb3be8c5fd9455673c2244,http://syrianperspective.com,,,2012,Founded,,4277,,1442528180.20611,15544,2012,syrian perspective,15544,,Community,546954078683595,,1444675105,,,,,,,,1449083573,1449318204,1449588007,1449828924,1450190864,,,,,,,,,,,,,
55fb3c5ac5fd9455673c2368,http://www.syria-stocks.com,1,10,2010,Opened,,46177,,1442528233.054528,347798,2010/1/10,syria stocks,347798,"Forum speculators in the Syrian stock
Dollar and gold prices and stocks in Syria",News/Media Website,175496575811945,,1446357699,00963112225566,Damascus,Syria,"We analyze the stock movement in the Syrian bourse
We also offer investment advice and economic consulting
Market Damascus Securities Exchange and some of the world's currencies
As we follow the local and global markets news

Learn Damascus Securities Exchange

Provide technical and fundamental analysis per share on Alone also offer recommendations for the Syrian Shares

The first private Syrian site that contains charts and indicators for shares listed on the Damascus Stock Exchange

The first site works to educate the investor to market risk

Intraday market follow-up to Damascus and shares listed in it.

The first site to monitor the price fluctuations of the Syrian pound against the dollar.

The most widespread application in the Arab Middle East and North Africa on the mobile.",,,,,,,,,mazeh tala tower,19220,,,,,,,,,,,
55fb3cb1c5fd9455673c23bf,www.syriadeeply.org,,,,,,577,,1442528351.415659,50979,,syria deeply,50979,,Media/News/Publishing,475333389157453,www.syriadeeply.org,1444676330,,,,,,,,1449086638,1449320967,1449591576,1449832245,1450193517,,,,,,,,,,,,,
55fb3cecc5fd9455673c24d1,https://www.facebook.com/atheists.sy,,,2011,Founded,,2827,,1442528438.998019,31034,2011,syrian atheists,31034,,Community Organization,363191530386710,https://www.facebook.com/atheists.sy,1444678750,,Damascus,Syria,,syrian atheists,,,1449108634,1449343311,1449604872,1449843548,1450197544,,,,,,,,,,,,,
55fb3d03c5fd9455673c2502,"http://twitter.com/syria24english - http://www.youtube.com/syria24english , http://www.ustream.tv/channel/syria24english / http://syria24english.yolasite.com/",1,1,2012,Founded,,2439,,1442528493.253351,20519,2012/1/1,syria 24 english,20519,,Media/News/Publishing,298382103530912,"http://twitter.com/syria24english - http://www.youtube.com/syria24english , http://www.ustream.tv/channel/syria24english / http://syria24english.yolasite.com/",1446358770,,,,,syria 24 english,,,,,,,,,,,,,,,,,,,,
55fb3d5ec5fd9455673c2567,http://www.SyrianBourse.tv/,12,19,2014,Founded,,20876,,1442528521.248896,33562,2014/12/19,قناة البورصة السورية   syrian bourse tv,33562,"Official accounts of the Syrian channel bourse
facebook.com/SyrianBourseTV
twitter.com/SyrianBourseTV
instagram.com/SyrianBourseTV
youtube.com/SyrianBourseTV",TV Channel,799890520057973,,1446419110,,,,"● Syrian bourse channel

Channel bother economic affairs in general and forex markets, in particular by offering accurate and reliable analysis and dissemination of the latest news about the Arab and international stock exchanges to put the viewer in front of a comprehensive picture of the forex market
And provide a variety of services to the viewer through the opening of accounts for currency trading, metals and deployment of another currency and metals in exchange for the Syrian pound with daily analyzes.

● message

To be the bridge between the market and the viewer in terms of economic news and financial markets and an example of the highest credibility and transparency in the placement and marketing through what we offer analytical information from more than a minute of investment awareness.

● goals

- Work to link the viewer with decision-makers and the best economic analysts, financial companies and benefit from their experiences and their analyzes, and bridge the gap between them and the scenes with regard to market posed today.

- Increase investment and economic awareness to the viewer.

- Directing the viewer and education about the optimal investment of savings and work to warn him of the risk and expected obstacles.

- To live up to the highest degree of credibility and transparency in the IPO and work hard to earn the trust of the viewer and technical support to the latest statistics and information on local and international markets.


● channel frequency

NileSat - Nilesat
12034 Frequency
Horizontal - Horizontal
27500
_________
Official accounts of the Syrian channel bourse
facebook.com/SyrianBourseTV
twitter.com/SyrianBourseTV
instagram.com/SyrianBourseTV
youtube.com/SyrianBourseTV",syrian stock market channel   syrian bourse tv,,,,,,,,,,,,,,,,,,,,
55fb3da3c5fd9455673c25a6,https://cyrrusgallery.wordpress.com/,9,28,2012,Launched,,1413,,1442528606.840388,54870,2012/9/28,syria art   syrian artists,54870,,Museum/Art Gallery,161536270650741,https://cyrrusgallery.wordpress.com/,1446426166,00963988124440,,,,,,,,,,,,syria-art@outlook.com,"Damascus, Syria",,,,,,,,,,,
55fb3e36c5fd9455673c28e3,http://www.TheSyrianNetwork.net,,,,,,238220,,1442528677.000985,1060093,,the syrian revolution 2011 الثورة السورية ضد بشار الاسد,1060093,"Welcome on the page of the Syrian Revolution.

Follow-up in Twitter:

https://twitter.com/RevolutionSyria",Media/News/Publishing,420796315726,,1446426698,<<not-applicable>>,Aleppo,Syria,"Page Syrian Revolution

Page national, was established on Tuesday, January 18 / January 2011, at the hands of a number of Syrian activists, in order to end the shed junta Almafueh in Syria, which captured coups and genetics over the reins of Syria, Vgmth iron and fire and terror, and made it one of the worst repression models known to the whole region.

The first call to demonstrate:

Called on the page to demonstrate on 15 March / March 2011 in Hamidiya market, has a number of activists Page participated in the demonstration, and arrested many of the young men on that day, but it was the spark the beginning of the Syrian revolution on the impact of the great tension in the city of Daraa because its intelligence agents the arrest of children in the city have written on the walls of their school terms calls to topple the regime and calling for the departure of Bashar al-Assad.

Called Page to join the demonstration had been coordinated by the families of political prisoners on Wednesday, March 16 / March, and in front of the Interior Ministry to demand the release of detainees, later the same day it was announced across the page to name the first Friday of the Syrian revolution entitled: Juma dignity , and that on 18 March / March.

On 18 March / March rose up in the city of Daraa Daraa region of the country, specifically from the Omari mosque, and the demonstration was very massive and the thousands, and it was the goal of the people then edit their children's children detainees in Syrian prisons. Several other demonstrations have been recorded on that day, including Banias, also in Homs, and that came out of them a demonstration of Khalid ibn al-Walid Mosque.

Network members

It works in the Page / network of more than 150 activists and activist, all working voluntarily complete. They are distributed on special teams as follows:

Syrian Revolution Network Management
Management Team in Page Revolution
Strategic Planning Team
Monitoring Team News
Team Multimedia
Moral Guidance team
The technical team of technical and safety
Advisory body of the page: It comprises a number of political and media Syrian and artistic personalities, who are consulted on various topics almost daily.

/ Network Syrian Revolution Page functions
- Management and planning and organizing media and the revolutionary and political campaigns.
- Coordination between the various field and revolutionary and political groups, including in the interest of the joint Syrian decision.
- The transfer of a picture of what is happening in Syria to the world, and coordinate actively with the media and international organizations.
- Provide information products that can be used in the pages and sites of the network, or in the rest of the Web sites and pages.
- Taking the names of proposals Friday Altenseekiet revolutionary bodies and put it on the page to vote, to choose a name on Friday.
- The transfer of important news across the page

The Syrian Revolution page on facebook.

A message for facebook! Our main goal of this page is to gain freedom in Syria. The freedom in Syria is a DREAM we used to have everyday. Even facebook was Banned in Syria and because of our page we succeeded to lift the ban on Facebook in all of Syria! Syrian gov .... say that they have lifted the ban to allow Syrians to respond and attack us. But in fact, Syrians are Supporting us More and more! Our supporters count is increasing continuously. Please Contact us if you need more Information. We will provide you with everything we could. Thank you! :) It's a peaceful revolution, peaceful protests, peaceful demonstrations. We are against any type of racism, and against any type of violence. We will NOT tolerate any racist comments or posts against anyone. We will NOT tolerate any comments or posts urging the call for violence, or any sort of harmful behaviour against anyone. We are Syrian Activists of rights.

We are against any form of racial and sectarian discrimination
We will not tolerate any racist comments or any calls for violence or any mischievous behavior against any person whoever he is",the syrian revolution 2011 syrian revolution against bashar al assad,36.1312294,36.8382607,,,,,,5,N/A,,,,,,,,,,,
55fb3e96c5fd9455673c2a01,http://www.syriacare.org.my,1,2,2012,Created,,142295,,1442528822.504171,220210,2012/1/2,syria care  pertubuhan penyayang islam membantu syria,220210,"Syria Care is an NGO which was established in May 6, 2011 aimed at raising funds to help the Syrian people in need.",Non-Profit Organization,241317679288411,,1446484325,01137030900,Shah Alam,Malaysia,,syria care  caring organisation of islamic helping syria,3.0815087366608,101.54048872757,,,,,,"No 43,Jalan Bola Jaring 13/15, Seksyen 13,  Shah Alam, Selangor Darul Ehsan",40100,,,,,,,,,,,
55fb3ebbc5fd9455673c2a2d,,,,,,,12,,1442528918.704668,10139,,syria tag,10139,,Actor/Director,593574140726391,,1444679983,,Damascus,Syria,,,,,1449112235,1449347025,1449604902,1449846950,,,+963,,,,,,,,,,,
55fb3ee3c5fd9455673c2abe,,,,,,,65,,1442528955.812553,6940,,syriaball,6940,"! Welcome to Syriaball
We receive your letters.
Messages of you and us Publishing.
http://youtu.be/a2nmftxl1rk
100% halal",Public Figure,1426746820902942,,1444682697,,Damascus,Syria,,,,,1449127088,1449361929,1449604932,1449850022,,,,,,,,,,,,,,
55fb3f2ac5fd9455673c2b00,http://www.syrianow.sy http://www.twitter.com/Syrianow_sy,,,,,,9772,,1442528995.333334,29408,,syria now,29408,Syria now .. news site comprehensive and diversified .. news-you-go and the clock,News/Media Website,214458075382425,,1444685641,,,,,,,,1449139642,1449375034,1449604962,1449850663,,,,,,,,,,,,,,
55fb3f3ec5fd9455673c2b3d,http://www.withsyria.com,3,12,2015,Launched,,40,,1442529066.499757,4877,2015/3/12,withsyria,4877,,Community,691722337605606,,1444685876,,,,,,,,1449140830,1449376209,1449605030,1449851908,,,,,,,,,,,,,,
55fb3f6fc5fd9455673c2bb7,http://www.alfwasel-sy.com/,,,,,,11063,,1442529086.583507,14736,,syrian commas,14736,Syrian spacers Website and magazine paper here all inclusive breaking news for all the Syrian governorates and its countryside Arab and international news,Newspaper,378949372182528,,1444688835,,,,,,,,1449152215,1449387717,1449605666,1449854319,,,,,,,,,,,,,,
55fb3fadc5fd9455673c2df1,http://mod.gov.sy,,,,,,2540,,1442529136.15781,28024,,syrian arab army,28024,,Aerospace/Defense,349059891842066,,1446520743,,,,"I swear by Almighty God, to be a faithful servant of the Syrian Arab Republic. I defend them and protect their flag ... and to preserve the independence and integrity of its territory was working to achieve its goals, within the territory of the republic and abroad land and by sea and by air, and do my blood to perform this duty, and God is my witness",,,,,,,,,,,,,,,,,,,,,
55fb4011c5fd9455673c30b4,,,,,,,10634,,1442529197.882384,11974,,syrian christian watch  †,11974,,Non-Profit Organization,247474595433313,,1444692853,,,,,syrian christian watch  †,,,1449171813,1449405906,1449859462,,,,,,,,,,,,,,,
55fb403fc5fd9455673c3111,http://www.planetsyria.org,,,,,,520,,1442529298.329097,10726,,planet syria   كوكب سوريا,10726,,Community,1622779934607890,,1444696523,,,,,planet syria   syria planet,,,1449178235,1449429890,1449861673,,,,,,,,,,,,,,,
55fb4064c5fd9455673c3205,,,,,,,66,,1442529344.180171,3992,,syrian gay,3992,,Book,232911710246090,,1444697168,,,,,,,,,,,,,,,false,,,,,,,,,,
55fb40bcc5fd9455673c3550,https://www.facebook.com/Syrian.military.capabilities,,,,,,52405,,1442529380.441187,126677,,syrian military capabilities,126677,"For the Syrian Arab Army, both Amichq his weapon, both recounted his blood pure land of splendor Syria, was this page and will remain the voice of the army and its martyrs",Aerospace/Defense,435592786483258,,1447071006,,,,,,34.882588373095,35.900639307751,,,,,,,,,,,,,,,,,,
55fb40f9c5fd9455673c35dd,http://Syrianexchangebroker.com/,,,,,,1634,,1442529468.232196,17741,,syrian exchange broker,17741,Official Page of the only licensed companies and offices in Syria exchange,Community,523705867762318,http://Syrianexchangebroker.com/,1447098502,,,,"Page is a national banking institutions licensed in accordance with the law \ 24, 2006 in the Syrian Arab Republic.
 We publish exchange rates (cash-transfers) of the real exchange institutions licensed on a daily basis and directly, in addition to a group of companies, offices, services and decisions in the field of banking credibility, transparency and responsibility news.
Our goal is the delivery of the real price of foreign currency in the Syrian market and the face of all the pages and applications misleading public opinion, as we aim to help citizens in obtaining the necessary pieces to finance their needs through the reception of requests and direct them to the institutions that Atovrfaita pieces Alohnbe as well as receive all complaints about bad service in exchange institutions and helping to solve them.",,,,,,,,,,,,,,,,,,,,,
55fb40f9c5fd9455673c35de,http://syrianamovie.warnerbros.com/,,,,,,66,,1442529529.313162,43726,,syriana,43726,,Movie,104271522944106,,1444697238,,,,,,,,1449429967,1449861756,,,,,,,,,,,,,,,,
55fb4145c5fd9455673c375d,www.syria.it www.youtube.com/syria77 http://twitter.com/SyriaOfficial,,,1996,Founded,,647,,1442529530.366259,72195,1996,syria,72195,Cecilia Syria Cipressi Storyteller ...,Musician/Band,39461368738,,1444711478,,,,,,,,1449430356,1449862167,,,,,,,,,,,,,,,,
55fb4163c5fd9455673c3794,http://www.moc.gov.sy,,,,,,361,,1442529605.545911,4531,,فعاليات وزارة الثقافة السورية syrian ministry of culture s events,4531,The promotion of events and activities of the Ministry of Culture in the Syrian Arab Republic,Community,819344868129559,http://www.moc.gov.sy,1447117460,,,,"The events page and the Syrian Ministry of Culture and Page Syria is the spirit of Cultur on facebook Almatmdtan only two of the Syrian Ministry of Culture and publish the credibility of all cultural events and activities of the ministry ... nothing to do with the ministry to any other page bearing its name.
The work of the Page team works within the Ministry of Culture building in the Syrian Arab Republic, which is with you all the events and activities organized by the ministry to communicate with you and get to know your opinions and suggestions and thus to benefit from them in the development of cultural work ... and is always ready to Ajayh your queries.",the activities of the syrian ministry of culture syrian ministry of culture s events,,,,,,,,,,,,,,,,,,,,
55fb41c2c5fd9455673c387f,https://www.facebook.com/syrian.event2,,,2011,Founded,,1822,,1442529635.972498,26534,2011,الحدث السوري syrian event,26534,"With the start of the configuration ** *** life began movements were related ..oaharkat broken ... and afternoon event
https://twitter.com/SyrianEvent
https://www.youtube.com/Syrianevent",Community,261549667270493,,1447158961,,,,"Something nice to know what was going from the events around you, but you know that the most beautiful events before they appear and with the start posed to you thus contributing to appear presence or to resist it ... and have your existence if ..many

https://twitter.com/SyrianEvent
https://www.youtube.com/Syrianevent",syrian event syrian event,,,,,,,,,,,,,,,,,,,,
55fb4218c5fd9455673c38af,http://www.syria-scope.com,,,,,,2906,,1442529730.790449,23210,,syria scope,23210,News site means Syrian affairs,Journalist,530419397045613,,1444714911,,,,,,,,1449444622,1449874748,,,,,,,,,,,,,,,,
55fb425bc5fd9455673c38d7,https://twitter.com/thuwwar,5,1,2011,Started,,331,,1442529822.494398,6524,2011/5/1,syrian revolution coordinators منسقو الثورة السورية,6524,"The third page
The official e-mail: contact@srcu.org
Our TwitterThuwwar
Our Skype SyrianReveloutionCoordinators",Non-Governmental Organization (NGO),144848738953215,,1447160247,,Damascus,Syria,,syrian revolution coordinators coordinators of the syrian revolution,,,,,,,,,,,,,,,,,,,,
55fb42b2c5fd9455673c3968,http://www.syriantelecom.com.sy,,,,,,497,,1442529884.019587,5349,,الشركة السورية للاتصالات syrian telecom,5349,We seek to become a leading company in the provision of telecommunications and information services and gain customer loyalty and trust of the community and contribute to the improvement and facilitate the lives of all partners,Government Organization,1427863927493944,,1447167760,,,,,syrian telecom syrian telecom,,,,,,,,دمشق . المزة . ش فايز منصور  . ص.ب 35108      هاتف :  2240300    فاكس : 2242000,,,,,,,,,,,,
55fb42cdc5fd9455673c39bd,www.syriarelief.org.uk ,9,,2011,Founded,,1134,,1442529971.084539,17189,2011/9,syria relief charity,17189,,Non-Governmental Organization (NGO),136400549808333,www.syriarelief.org.uk,1444716533,00441618600163,Manchester,United Kingdom,,,,,1449452564,1449875559,,,,,,,,,,,,,,,,
55fb42d3c5fd9455673c39be,,,,,,,158,,1442529997.878843,1081,,syria  virginia,1081,,City,108409659183578,,1444716603,<<not-applicable>>,Syria,United States,,syria  virginia,38.4878,-78.3264,1449452635,1449875669,,,,,,,VA,,,,,,,,,
55fb597bc5fd9455673c39de,,,,,,,1065,,1442535788.467091,1471,,مهاجرون بلاحدود,1471,,Community,417632761763857,,1444716757,,,,,immigrants without borders,,,1449452916,1449875929,,,,,,,,,,,,,,,,
